match_id,date,competition,home_team,away_team,home_goals,away_goals,result,status,league_name,home_elo,away_elo,elo_diff,home_expected_score,away_expected_score,home_elo_after,away_elo_after,elo_home_change,elo_away_change
F1_2324_2,2023-08-12,F1,Paris SG,Lorient,0,0,D,finished,Ligue 1,1500.0,1500.0,0.0,0.6062878237854281,0.3937121762145719,1496.8113652864372,1503.1886347135628,-3.1886347135628057,3.1886347135628057
SP1_2324_2,2023-08-12,SP1,Sociedad,Girona,1,1,D,finished,La Liga,1500.0,1500.0,0.0,0.6062878237854281,0.3937121762145719,1496.8113652864372,1503.1886347135628,-3.1886347135628057,3.1886347135628057
SP1_2324_3,2023-08-12,SP1,Las Palmas,Mallorca,1,1,D,finished,La Liga,1500.0,1500.0,0.0,0.6062878237854281,0.3937121762145719,1496.8113652864372,1503.1886347135628,-3.1886347135628057,3.1886347135628057
SP1_2324_4,2023-08-12,SP1,Ath Bilbao,Real Madrid,0,2,A,finished,La Liga,1500.0,1500.0,0.0,0.6062878237854281,0.3937121762145719,1481.8113652864372,1518.1886347135628,-18.188634713562806,18.188634713562806
E0_2324_7,2023-08-13,E0,Brentford,Tottenham,2,2,D,finished,Premier League,1500.0,1500.0,0.0,0.6062878237854281,0.3937121762145719,1496.8113652864372,1503.1886347135628,-3.1886347135628057,3.1886347135628057
E0_2324_8,2023-08-13,E0,Chelsea,Liverpool,1,1,D,finished,Premier League,1500.0,1500.0,0.0,0.6062878237854281,0.3937121762145719,1496.8113652864372,1503.1886347135628,-3.1886347135628057,3.1886347135628057
F1_2324_3,2023-08-13,F1,Brest,Lens,3,2,H,finished,Ligue 1,1500.0,1500.0,0.0,0.6062878237854281,0.3937121762145719,1511.8113652864372,1488.1886347135628,11.811365286437194,-11.811365286437194
F1_2324_4,2023-08-13,F1,Clermont,Monaco,2,4,A,finished,Ligue 1,1500.0,1500.0,0.0,0.6062878237854281,0.3937121762145719,1481.8113652864372,1518.1886347135628,-18.188634713562806,18.188634713562806
F1_2324_5,2023-08-13,F1,Montpellier,Le Havre,2,2,D,finished,Ligue 1,1500.0,1500.0,0.0,0.6062878237854281,0.3937121762145719,1496.8113652864372,1503.1886347135628,-3.1886347135628057,3.1886347135628057
F1_2324_6,2023-08-13,F1,Nantes,Toulouse,1,2,A,finished,Ligue 1,1500.0,1500.0,0.0,0.6062878237854281,0.3937121762145719,1481.8113652864372,1518.1886347135628,-18.188634713562806,18.188634713562806
